"url","pageType","region","primaryIntent","primaryKeyword","h1","title","metaDescription","mainWordCount","faqCount","internalLinkCount","primaryCta","introQuality","serviceDescriptionQuality","storyStructureQuality","possibleTextDuplicates","possibleLocationConflicts","possibleCannibalization","indexStatus","changePriority","grade","issues","minorIssues"
"/kontakt","Formular / Werkzeug","überregional oder nicht ortsgebunden","Angaben erfassen und Anfrage vorbereiten","leistung unverbindlich anfragen","Leistung unverbindlich anfragen","Leistung unverbindlich anfragen | FLOXANT","Wählen Sie Standort und Leistung und senden Sie die wichtigsten Eckdaten direkt an FLOXANT.","120","1","1","Anderer Ort Einsatzgebiet unverbindlich prüfen -> Schaltfläche","ausreichend","schwach","ausreichend","","","","index, follow","P0","B","",""
"/kostenfaktoren","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","umzug kostenfaktoren","Welche Faktoren den FLOXANT Preisrahmen wirklich beeinflussen.","Umzug Kostenfaktoren | Preisrahmen realistisch verstehen","Warum ein Auftrag mehr oder weniger kostet: Volumen, Fläche, Zugang, Strecke, Termin und Extras vor der Anfrage verstehen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","448","5","8","Preisrahmen im Rechner starten -> /rechner","gut","gut","ausreichend","","","","index, follow","P2","B","",""
"/kurzfristiger-umzug-bayern","Lokale Service-Seite","Bayern","Leistung verstehen und anfragen","kurzfristiger umzug bayern","Kurzfristiger Umzug in Bayern","Kurzfristiger Umzug Bayern: Machbarkeit zuerst prüfen","Knappen Umzugstermin mit Start, Ziel, Umfang, Etagen, Zugang und Fotos anfragen. FLOXANT prüft Route, Kapazität und Machbarkeit ohne Terminzusage.","294","4","6","Kurzfristige Anfrage prüfen lassen -> /kontakt?service=umzug&intent=kurzfristiger-umzug","gut","ausreichend","ausreichend","","","","index, follow","P1","B","",""
"/lager-rotation","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","lager-rotation","Lager-Rotation","Lager-Rotation – Flexibles Zwischenlager für Ihren Umzug","FLOXANT Lager-Rotation bietet sichere Zwischenlagerung mit flexiblem Zugriff. Ideal für gestaffelte Umzüge und Renovierungen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","205","1","6","Jetzt anfragen -> /rechner","ausreichend","ausreichend","schwach","[object Object]","","","index, follow","P2","B","",""
"/lageraufloesung","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","lagerauflösung","Lagerauflösung für Nebenflächen, Bestände und Gewerberäume mit klarer Sortierung","Lagerauflösung | Bestand, Zugang & Entsorgung prüfen","Lagerauflösung für Lagerraum, Gewerbefläche oder Nebenfläche: Bestand, Fotos, Zugang, Entsorgung, Transport und Reinigung prüfen lassen.","1090","7","14","Lagerauflösung anfragen -> /buchung?service=entsorgung&addon=lageraufloesung#buchungssystem","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/leerfahrt-rueckfahrt","Hub / Information","Regensburg","passenden Service und nächsten Schritt wählen","leerfahrt & rückfahrt anfragen","Leer-Rückfahrt Richtung Regensburg fair und flexibel nutzen","Leerfahrt & Rückfahrt anfragen | FLOXANT","Leerfahrt oder Rückfahrt für Transport und Umzug anfragen: Strecke, Datum, Umfang und Flexibilität nennen. FLOXANT prüft Verfügbarkeit.","1266","12","14","Beiladung vergleichen -> /beiladung","ausreichend","gut","ausreichend","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P0","A","",""
"/leerstandsmanagement","Hub / Information","Regensburg","passenden Service und nächsten Schritt wählen","leerstandsmanagement regensburg","Auch wenn niemand dort wohnt, bleibt Ihre Immobilie nicht unbeobachtet.","Leerstandsmanagement Regensburg | Kontrolle & Bericht","Leerstandsmanagement von FLOXANT: Kontrollen, Lüften, Fotos, Zustandsberichte und Objektbetreuung für leerstehende Wohnungen in Regensburg, Oberpfalz und Bayern.","663","4","8","Anfrage starten -> /buchung?utm_source=leerstandsmanagement&utm_medium=premium_landingpage&service=leerstandsmanagement#buchungssystem","ausreichend","ausreichend","gut","[object Object] | [object Object]","","","index, follow","P2","A","",""
"/leistungen","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","floxant leistungen","Reinigung, Umzug, Räumung und weitere FLOXANT-Leistungen.","FLOXANT Leistungen: Reinigung, Umzug und mehr anfragen","Wählen Sie Region und Aufgabe: Reinigung, Umzug, Räumung, Angebotsprüfung oder diskrete Hilfe direkt anfragen.","4887","10","98","Angebot prüfen lassen -> /angebot-vergleichen-regensburg","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P0","A","",""
"/leistungen-vergleichen","Hub / Information","überregional oder nicht ortsgebunden","Angebot und Leistungsumfang prüfen","floxant leistungen vergleichen","FLOXANT Leistungen vergleichen und den richtigen Weg finden.","FLOXANT Leistungen vergleichen | Angebot einordnen","Welcher Service passt? Umzug, Reinigung, Entrümpelung, Büroumzug, Leer-Rückfahrt und Angebotsprüfung klar vergleichen. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","746","6","25","Rechner starten -> /rechner","ausreichend","gut","gut","[object Object]","","","index, follow","P2","A","",""
"/leistungsfinder","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","leistungsfinder","Die passende FLOXANT-Leistung nach Region und Aufgabe finden","Leistungsfinder: Reinigung, Umzug oder Räumung | FLOXANT","Ordnen Sie Ihr Anliegen clientseitig ein: Reinigung in Düsseldorf oder Reinigung, Umzug und Räumung in Regensburg – mit passenden Angaben und nächstem Schritt.","68","1","1","Leistung schon bekannt? Anfragebrief erstellen -> /objektbrief","ausreichend","ausreichend","ausreichend","","","","index, follow","P2","B","",""
"/makler-vermieter-link","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","für makler & vermieter","FLOXANT fuer Makler, Vermieter und Eigentuemer","Für Makler & Vermieter | Objektfall direkt senden","Direkter Objekt-Link für Makler, Vermieter, Eigentuemer und Hausverwaltungen: Fotos, Termin und offene Punkte an FLOXANT senden. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","1016","13","13","Keller/Muellraum pruefen -> /keller-muellraum-rettung-regensburg","gut","gut","gut","","","","index, follow","P2","A","",""
"/malerarbeiten","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","malerarbeiten als zusatzleistung prüfen","Professionelle Malerarbeiten in Bayern","Malerarbeiten als Zusatzleistung prüfen | FLOXANT","Räume, Flächen, Untergrund, gewünschtes Ergebnis, Fotos und Termin senden. FLOXANT prüft, ob Malerarbeiten im konkreten Auftrag berücksichtigt werden können.","2577","14","18","Budget nennen -> /anfrage-mit-preisrahmen","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P2","A","",""
"/mieterwechsel-service-regensburg","Lokale Service-Seite","Regensburg","Leistung verstehen und anfragen","mieterwechsel-service regensburg","Mieterwechsel-Service in Regensburg für Vermieter und Hausverwaltungen","Mieterwechsel-Service Regensburg | Räumung, Reinigung & Übergabe","FLOXANT unterstützt Vermieter, Hausverwaltungen und Makler beim Mieterwechsel: Räumung, Entsorgung, Endreinigung und Übergabevorbereitung.","871","7","6","Keller oder Muellraum als Objektflaeche pruefen -> /keller-muellraum-rettung-regensburg","ausreichend","gut","gut","","","","index, follow","P1","A","",""
"/mini-umzug","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","mini-umzug","Mini-Umzug für wenige Möbel, Kartons oder ein kleines Apartment","Mini-Umzug | Kleine Umzüge realistisch prüfen","Mini-Umzug für wenige Möbel, Kartons, Apartment oder WG-Zimmer: Start, Ziel, Etage, Volumen, Fotos, Termin und Budget prüfen lassen.","1091","7","13","Mini-Umzug prüfen -> /buchung?service=umzug&addon=mini-umzug#buchungssystem","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/moebel-optimierung","Hub / Information","überregional oder nicht ortsgebunden","passenden Service und nächsten Schritt wählen","möbel-optimierung","Möbel-Optimierung","Möbel-Optimierung – Raumplanung nach dem Umzug","Die FLOXANT Möbel-Optimierung hilft Ihnen, Ihre Einrichtung perfekt im neuen Raum zu platzieren. Professionelle Raumplanung inklusive. Fotos, Termin, Umfang und Preisrahmen direkt senden und Machbarkeit prüfen lassen.","217","1","6","Jetzt anfragen -> /rechner","ausreichend","ausreichend","schwach","[object Object] | [object Object]","","","index, follow","P2","B","",""
"/moebeltransport","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","möbeltransport","Möbeltransport für einzelne Stücke, wenn Maße, Gewicht und Laufweg klar sein müssen","Möbeltransport | Einzelstücke & Strecke prüfen","Möbeltransport für Sofa, Schrank, Tisch, Bett oder Einzelstücke: Maße, Gewicht, Etage, Start, Ziel, Fotos und Zeitfenster prüfen lassen.","1106","7","13","Möbeltransport prüfen -> /buchung?service=umzug&addon=moebeltransport#buchungssystem","ausreichend","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
"/nachlass-raeumung-regensburg","Lokale Service-Seite","Regensburg","Leistung verstehen und anfragen","nachlass-räumung regensburg","Nachlass-Raeumung in Regensburg - diskret, ruhig und mit klaren Angaben","Nachlass-Räumung Regensburg | FLOXANT","Wohnung, Haus, Keller oder Garage nach Erbfall diskret klären: Freigabe, Fotos, Räumung, Entsorgung, Reinigung und Rückruf nach Absprache.","1391","14","12","Makler-/Vermieter-Fall senden -> /makler-vermieter-link","gut","gut","gut","","","","index, follow","P1","A","",""
"/nachlassaufloesung","Service-Seite","überregional oder nicht ortsgebunden","Leistung verstehen und anfragen","nachlassauflösung","Nachlassauflösung respektvoll klären, ohne Druck und ohne falsche Versprechen","Nachlassauflösung | Diskret & respektvoll prüfen","Nachlassauflösung für Wohnung oder Haus: Fotos, Freigabe, Ansprechpartner, sensible Punkte, Räumung und Reinigung ruhig prüfen lassen.","1112","7","15","Anfragebrief mit Eckdaten starten -> /buchung?service=entsorgung&addon=nachlassaufloesung#buchungssystem","gut","gut","gut","[object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object] | [object Object]","","","index, follow","P1","A","",""
